content,label,score
kalo belum siap cepat digital jangan maksa nyusahin kpps nyusahin orang selalu force close android lot kurang responsif padahal prosesor dimensity ultraaaaaa,negative,99.174%
aplikasi gagal terlalu paksa masih banyak eror bug dsb mana ada apk yg update suruh login lagi aplikasi gak jelas,negative,99.597%
yg bikin aplikasi mau mau engga engga bikin susah kpps aja dana pilkada gede masa ga mampu bayar enginering programer yg mumpuni yg bisa kerja aplikasi kek gin ga usah pake bikin susah puyeng kpps aja lol,negative,95.954%
kenapa download aplikasi tidak dapat guna gimana solusi sudah instal kali masih aja tidak dapat guna,negative,90.009%
gimana admin punya gagal terima sertifikat digital terus pas mau inisial tolong cerah sudah buka tengah malam padahal loh,negative,97.550%
aplikasi gak guna aplikasi rusak buang ja rekap data penting negara kok banyak salah aplikasi ni gak bisa jadi rujuk hasil milu,negative,99.414%
aplikasi nya masih banyak kendala waktu foto kamera nya sering tidak fokus tiba sering keluar lagi harus log in lagi,negative,95.893%
aplikasi gak bisa login,negative,88.577%
dulu sakit sama nih apk buat orang darting,negative,99.334%
mau simpel cepat tpi kok login aja susah mintak ampun bikin tdk tenang tiap hri jdi beban pikir tolong siap benar matang,negative,99.111%
apk belum siap oprasionalkan masih belum layak guna semua sistem manual an tulis yg jelas aja tetap salah teks,negative,99.347%
aplikasi belum siap tapi paksa ya gin buang buang anggar aja tolong benah lagi apk si rekap,negative,95.120%
versi alhamdulilah sudah hasil login masuk aplikasi mudah bisa guna lancar waktu kasih dulu bintang,neutral,93.256%
sangat apresiasi ada aplikasi namun bukan mudah sayang aplikasi log in juga susah apalagi nanti pas hari-h tolong kembang lagi terimakasih,negative,67.863%
kurang evisien bukan bantu malah lama utama daerah susah sinyal seperti tempat mohon segera baik agar manfaat asa oleh kpps terimakasih,negative,95.587%
bukan nya mudah malah tambah masalah makan baik dulu aplikasi jauh hari jangan udah dekat baru baik,negative,99.407%
tolong abdi negara kenapa saat upload foto lamaa sekali gimana mau cepat selesai kalok kek gin masih simulasi besok pas hari -h gimana,negative,97.228%
apk susah download udah full tp ga bisa install habis naik versi ko jdi ribet yaa tolong baik yg betul kn akn d guna saat pesta demokrasi nanti masa kya gin apk nya,negative,98.284%
jadi salah saat instilisasi gagal dapat sertifikat digital failed to store private key mohon solusi kait,negative,90.628%
gimana ya apknya nggk bisa guna padal user sama pasword udh ada udh beberapa kali instal ulang masih sama tolong perhati lagi,negative,73.162%
kemarin bisa login telah update gak bisa login gimana sekarang waktu milu tinggal hitung hari sedang aplikasi masih kaya gin,negative,77.293%
saat simulasi catat waktu tgl stelah submit malah kluar aplikasi otomatis bgitu trus ulang gimana min klo pas tgl february msih trjadi tolong baik,neutral,93.455%
apk sangat sulit guna utk login coba baik dl br telah udh oke br post gmn mau guna klo apk nya sj error,negative,98.922%
nyata kita musti sabar ya cari waktu yg gak banyak guna masih hrs optimal sistem biar mudah akses,positive,86.081%
udah laku update aplikasi udah malah gagal terus udah laku x hasil masih sama gagal,negative,99.052%
aplikasi buat pusing udah login password username sesuai tapi malah error log out sendiri udah loginnya susah,negative,99.381%
invalid username and paswod padahal udah benar yg masuk aplikasi perlu perhati khusus dri devilover perlu jaga nma baik,neutral,96.492%
aplikasi sulit banyak orang tugas padahal pilih pimpin negara tapi aplikasi seperti sangat sangat buruk,negative,99.785%
update terus he baca baca komen rekan rekan asa komen nya ga ada enak ni ngerasain soal tolong kembang baik lagi biar kita semua lancar operasi tuju mudah kerja bukan jangan malah balik,negative,98.456%
kemaren versi lama bisa masuk lha versi baru kok log in ulang malah username password salah pdhl sudah benar mohon bantu min,neutral,68.039%
masuk bagi kelola saksi mohon bisa edit soal hari tahap simulasi pasu asal uji jadi mohon bisa hapus atau bisa edit kembali trimakasi lebih semua aman kendali,neutral,62.370%
aplikasi yg sangan buruk banyak error login aja susah gagal terus time out sinyal lancar wifi lancar tapi masih susah,negative,99.593%
aplikasi prematur gin mesti uji teknis dulu baru terap publik maluin negara yg kata canggih canggih buat bagi yg ingin curang,negative,99.616%
aplikasi blm maksimal perlu tingkat lagi masih sering error utama crop gambar msh susah harus foto langsung tidak dapat ambil gambar galeri langsung,negative,98.613%
terimakasih pihak developer tunggu terus update nya sangat senang main sirekap kalau bisa tambah lagi hero serta skin nya tunggu juga event lain seperti event imlek ramadhan serta lebaran habis waktu hanya main sirekap,positive,97.675%
versi ngga bisa update udah coba clear data malah log out ngga bisa login,negative,67.164%
versi lama br coba aja udah ngehank gimana ntar beneran versi lumayan lancar dr upload foto k verifikasi data cepet bgt,positive,39.119%
belum sudah hasil login namun telah update malah ndak bisa login lagi cape deh  padahal sudah pake handphone,negative,99.627%
error terus waktu ganti profil,negative,99.325%
banyak kali masalah ngabisin duit negera aja bisa it nya sih arsitektur nyapun gak rapih kpu nyapun korupsi aja gede pake otak dikit,negative,99.637%
aplikasi penting kurang bagus rena guna nya belum bisa akses hampir jam meng aksis msh belum bisa masuk bahkan mina apdet tpi msh gak mau,negative,99.537%
aplikasi sering eror otomatis log out sendiri saat kembali login sangat sulit hingga kali,negative,99.102%
gimana tolong baik masalah login login tidak bisa karna eror masalah hardware biometrik tidak sedia tolong baik cepat mungkin agar bisa login,negative,94.212%
telah update tidak bisa sign in aplikasi nya padahal guna username password sama seperti ketika pertama kali sign in jadi bagaimana solusi nya,neutral,69.467%
banyak tambah fitur utama progres sungguh sangat bantu pilkada moga milu depan makin canggih tengkyu kpu,positive,98.578%
aplikasi tidak bagus telah update malah tidak bisa login lagi mohon benah lagi mesti nya aplikasi buat mudah kerja,negative,94.469%
guna android alami kendala guna aplikasi muncul tulis gagal dapat sertifikat digital ketika login mohon segera diupdate,neutral,94.769%
mohon jadi evaluasi bagi vendor aplikasi karena aplikasi lot sering error loading lama salah baca data lambat kerja tugas kpps,negative,95.989%
aplikasi masih perlu banyak baik buat foto kadang mental fitur edit tidak bisa guna sulit fokus,negative,88.789%
tiap mau masuk aplikasi log out terus udah coba hapus instal ulang lagi tetep gak bisa aplikasi seperti asal,negative,83.552%
klo bisa buat banyak server dri ski banyak ribu orang satu waktu mnggunakan scr brsamaan mnurut sya emg berat walaupun spek jaring hp kita sudah mumpuni,positive,46.415%
saat simulasi ketika upload foto tiba log out sendiri saat masih harus banyak baik supaya pas hari h bisa guna baik tanpa kendala tolong perhati nya bapak ibu tim it kpu terima kasih,neutral,90.321%
mumet bgt sm apk tolong cepat baik yaaa masa baru download apk tidak bisa guna tambah error mulu gmn nanti pas milu ribet bgt dahh,negative,99.741%
gimana ga bisa pakai apk nya min aplikasi sudah tidak bisa guna sudah coba ulang ulang masih tetap sama,neutral,52.924%
masih tidak erti kenapa telah login lalu link buka cepat tetapi aplikasi tidak bisa buka malah username password jadi tidak bisa hati ya teman,negative,87.936%
susah bgt log innya eror trs aplikasi buat dipake hari penting malah log in aja susah masih bnyk yg harus evaluasi aplikasi,negative,99.433%
kenapa aplikasi nya tidak bisa masuk terus dapat pesan gagal daftar sertifikat digital tolong bantu supaya bisa masuk apk,neutral,69.748%
kenapa versi baru nya malah gak bisa login padahal pas pertama login susah polll yg baru update lebih susah lagiii,negative,99.501%
punya malah jadi salah saat laku inisial aplikasi udh hpus instal lagi sih cache hapus data tetep kek gitu,negative,99.368%
ketika buka ada tulis aplikasi versi sudah tidak dapat guna mungkin perlu update versi yerbaru,neutral,98.961%
aplikasi tidak bisa log in sampai h- milu tidak ada jelas simulsasi guna aplikasi hususnya kota lurah unyur kota serang,neutral,66.667%
seperti milu tahun bisa guna normal l lancar tanpa kendala saat bimtek beda cerita lagi saat hari h server lot gk bisa buka error dll,positive,43.177%
sampai sekarang masih gak bisa login gk tau kenapa entah gimana nanti kerja hari h tolong baik kasihan nasib bagai pegang sirekap kalau aplikasi buruk begini,negative,99.801%
aseli gara aplikasi nambah in kerja udah tau server gabisa tampung alias eror ketika guna tetapi harus juang begitu sampai harus buka kembali kotak suara sudah segel kpu sehat,negative,98.274%
mohon maaf kasih bintang dulu karena aplikasi sering error bug harus jika buat aplikasi jangan mepet hari h kes tidak siap bukan mudah tapi buat sulit,negative,99.019%
mohon upgrade server lebih bagus beli server sendiri lebih bagus internal server error kalo gak ya connection timeout ,negative,91.117%
sangat buruk tidak mudah malah sulit milu bentar lagi tolong server selalu down,negative,99.778%
error ga bisa aktivasi,negative,97.842%
kenapa gagal terus inisial padahal sudah laku sesuai arah sudah ulang tiap menit pagi sampai tengah malam tetep gk bisa tau ah capek gk tau solusi gimana,negative,99.685%
kelas apps besut perintah tp tidak cermin kesiap optimalisasi niat hati ingin mudah tp malah sulit,negative,89.533%
makanya kalau mau bikin aplikasi jauh hari minimal tahun belum biar kagak bnyak eror gin mau masuk aja susah amat kemaren kagk masuk masuk aplikasi rusak,negative,99.485%
aplikasi masih beta tester tapi maksa bgt buat jdi pilih utama hadeh bukan ngebantu kpps malah nambah repot bintang ubah kalo udh bner servernya,negative,99.518%
kualitas foto burem ketika pake bareng server error susah log in maaf sekira belum siap mending tunda dulu malah takut nanti jdi sulit tugas pilih,negative,99.779%
padahal masih versi masih bisa login tapi telah diupdate versi atau baru tapi tidak bisa dapat kunci digital null padahal sudah benar tetep tulis invalid username password,neutral,84.545%
tiap update pasti ga bisa login lagi aplikasi bikin hp cpt panas loading utk login jg lama repot kpps jd ny,negative,99.156%
saran -kalau bisa tambahin fitur ambil gambar galeri supaya jelas -zoom kamera seperti buat aja moga laksana milu lanjut,neutral,98.381%
suruh baru versi malah ngak bisa login pw pasword masih sama yng kirim sm kpu nya gimana solusi akun,negative,87.340%
aplikasi tidak siap inisiasi digital gagal mau coba berapa kali hasil tetap sama tidak ada solusi cuma suruh bolak balik gantinsandi pola dll tidak bantu tidak ada solusi jelas,negative,97.826%
aplikasi tidak otomatis banyak manual tiba nasional ubah sendiri nasional lebih tingkat lagi supaya jos nanti tgl feb,negative,67.580%
aplikasi gak jelas camera auto wide kamera mana gak bisa pakai fokus buat gambar,negative,93.682%
sangat buruk sekali tolong jangan korupsi anggar buat aplikasi supaya bisa buat aplikasi hebat ajar seperti aplikasi sscasn tu aplikasi nya bagus,negative,99.597%
kenapa belum bisa login terus yaa masih gagal dapat kunci digital milu h- belum ada baik gimana nanti kirim,negative,74.280%
payah kayak gak serius nge-develop sistem padahal anggar begitu gede nya kalau aplikasi nya aja masih banyak trouble begini gimana kita bisa yakin gak bakal kena hack nanti pas laksana,negative,99.487%
system belum siap udah dipake serentak jadi lag ganggu bikin lama proses perhitingan suara,negative,99.491%
sangat bantu sekali kerja,positive,98.130%
lelet proses verifikasi sangat lambat ambil gambar tidak simpan file manajer gagal baca nomor tidak sedia menu edit kolom waktu hitung,negative,99.611%
sabar aja malah aplikasi lebih bagus darinkemarin gubenur walkot lurah kamu buat aplikasi versi offline nya biar mudah hitung,positive,97.680%
ngabisin kuota download mulu update mulu kalau belum siap resin dulu jangan suruh download,negative,99.598%
aplikasi tidak jelas bukan bantu malah sulit ui jelek sering crashed penasaran berapa anggar yg kalian habis utk buat aplikasi jelek,negative,99.663%
maap numpang tanya punya ngak bisa login juga gimana cara jika lupa pasword,neutral,62.763%
tidak mudah pakai saat update login gak bisa tidak ada bantu reset password,negative,99.073%
bisa gadi perintah tuu serius dikit bikin apk bnyak cacat susah upload,negative,99.689%
apk rekap perlu banyak baik lg segi sistem yg sering eror kapasitas org dlm akses besar agar tidak jadi kendala teknis,negative,50.668%
banyak masalah saat masuk mohon baik jangan sampai hari guna malah banyak masalah saat masuk akun tolong tinjau spya lbih maksimal pengunaannya,negative,88.400%
awal mudah sirekap nyata apk blm bisa dukung depan nya agar bisa priperin lagi apk nya fitur nya,negative,42.201%
bagaimana cara hilang flash saat guna aplikasi sirekap soalnys tiap foto pasti keluar flash hasil tidak baca,neutral,75.968%
kok aplikasi tidak sesuai input c salah tidak sengaja atau sengaja tidak bener mohon baik lagi sistem supaya tidak untung satu pihak masyarakat miskin tidak hanya dapat makan siang gratis tapi dapat makan pagi siang malam keluarga hasil keringat sendiri walaupun tidak gratis salam rakyat miskin kpu lebih maju,negative,81.060%
sangat sayang waktu dekat ttp masih eror harus nya siap dr thn belum milu ada uji coba simulasi pas hari laksana mau dekat baru simulasi seperti hasil nya error,negative,99.579%
kok gagal masuk ya padahal awal masuk bisa besok pakai keluar sendiri gak bisa masuk lagi gagal terus gimana dekat milu kok masih eror aplikasi sirekap jadi bingung sendiri,negative,99.485%
awal bisa masuk terus pas update langsung gak bisa masuk malah suruh logout alas telah kait perangkat hmm,negative,67.230%
kenapa susah cocok minta pasword dg yg kita kirim,negative,89.500%
aplikasi sampah engga jelas kapan indonesia mau maju kalau digitalisasi ajah payah bikin malu,negative,99.833%
