content,score,label
habis update malah invalid username password sekira belum siap mending gausah sekali coba pikir gimana saat nanti tanggal seluruh admin sirekap seluruh indonesia akses aplikasi serentak hadehhh,98.228%,negative
tidak bisa login salah terus passwordnya padahal sudah sesuai username sudah sesuai juga sesuai arah bimtek login tetapi aplikasi tidak bisa sama sekali selalu salah percuma,99.540%,negative
sdh update malah aplikasi masalah tdk bisa masuk tapi belum update malah bagus masuk lancar daftar sudah update bukan bagus malah makin rusak,99.686%,negative
aplikasi busuk kok pake rating jelek bintang mau milu kok makin gak beres suek,99.843%,negative
aplikasi se kelas negara yg paling tidak muas masalah server tidak mumpuni guna serentak tidak jelas kamera potret timbul salah baca lebih buruk kpu sebut si pegang aplikasi milik sdm rendah semua salah aplikasi beban kepada pegang sirekap apa sungguh sikap yg tidak profesional,99.754%,negative
sudah pernah login versi ehh stelah update versi logout sendiri tidak bisa login lagi smpai saat lebih baik tidak usah pakai aplikasi gin hmm,86.808%,negative
ragu server kpu hari h nanti,91.592%,negative
apk gabisa guna,97.837%,negative
aplikasi yg vital namun sampai h- jelang milu belum bisa guna tolong server baru tingkat lagi maksimal karena saat hari h maka seluruh guna apk pasti akan keaulitan mengupload foto hasil hitung suara bukan cepat proses milu tapi justru bisa jadi proses hambat,99.342%,negative
aplikasi trial kayak bakal hambat jala proses,99.721%,negative
aplikasi sirepot bukan mudah malah sulit jangan buat simulasi guna login aja kaga bisa,98.519%,negative
selalu ganggu eror,98.942%,negative
kpu arah link aplikasi tpi aplikasi tidak baru ribet pakai begini dlu suharto jadi presiden gk pakai yg begini,93.239%,negative
banyak sering down,99.242%,negative
aplikasi jelek yg pernah instal hp login butuh hari kata butuh spek hp tinggi hp samsung s pas buat foto jd burem kocak sekali tidak ada fitur fokus kamera saat ambil gambar tgl sudah pasti pasti server down banyakin sabar buat user sirekap seluruh indonesia,99.399%,negative
aplikasi belum siap pakai sirver eror mulu,99.645%,negative
kelas negara gk belum nya siap sudah x milu pakai aplikasi masih aja kaya versi beta kok gk matang ya,99.688%,negative
aplikasi gak jelas sign in aja susah amat bukan mudah malah susah,99.225%,negative
sy rsa cuma apk yg didagangakan gk ada mutu nya,99.664%,negative
aplikasi bukan mudah tapi sulit garai mumet,99.361%,negative
apk badut sihh,99.667%,negative
mau login aja susah,99.548%,negative
baru ajar,83.354%,negative
aplikasi aneh,99.630%,negative
log in susah bagaimana nanti serentak guna seluruh indonesia ada mungkin lancar guna,93.220%,negative
server bobrok,99.626%,negative
inisial terus,96.584%,negative
network - wifi  data seluler  upload selalu gagal padahal sudah sesuai titik ujung ujung kata offline ,99.309%,negative
bug apk,98.532%,negative
login doang sulit najis,99.789%,negative
aplikasi paling parah yg pernah instal sampai hari h coblos sirekap tidak bantu malah buat kacau panitia kpps kpu gmn kerja,99.655%,negative
app blm siap ni mah blm udah susah login,98.994%,negative
kapan mending pake cam scanner aja deh lebih cepet kirim wa selese kaya gin bikin ga tidur siang malem padahal aplikasi pake juga tahun sekali,72.432%,negative
kelas aplikasi negara kaya gin kacau jelek susah masuk,99.798%,negative
bukan sirekap malah jadi sirepot direpotin gak bisa masuk muncul malah salah saat laku inisial aplikasi,99.708%,negative
walah dalah autentikasi gak bisa sertifikat digital padahal dah bolak balik install ulang restart cari trix solusi ampe tugas ppk bingung cuma bisa senyum ngopi,95.565%,negative
aplikasi burukk,99.814%,negative
kalo bikin aplikasi yg lengkap jangan asal asal,65.337%,negative
server blm siap ga usah paksa,99.135%,negative
susah kali bos masuk,99.512%,negative
sampe skarang masuk aplikasi sirekap slalu gagal bgmana benar proses jauh belum nya kenapa tidak antisipasi agar hari h nya semua sudah siap,87.771%,negative
pakai apk bukan mudah malah jadi sulit mana apk nya sering error sama mental server gak jelas suka error pakek server murah kayak gak puas sama sekali sama apk nyusahin doang,99.742%,negative
aplikasi sulit hidup,99.413%,negative
tidak bs akses,85.107%,negative
maklum aplikasi proyek,71.866%,negative
aplikasi ampas masih banyak bug,97.608%,negative
jengkel gak bisa guna,99.809%,negative
gila bnget gimana pas tgl februari bisa bisa eror semua gbisa kirimm wkwkwkw,99.590%,negative
klo blm siap jgn maksa aplikasi bapuk,57.469%,negative
aplikasi jelek tolong baik selalu invalid gagal klau mau masuk faspord usename padahal sdh sama kpu nya,97.741%,negative
aplikasi nya gak jelas bikin pusing aja,99.766%,negative
kenapa gak jauh hari buat apk yg kualitas mudah mah hampir tiap hari ada versi update nya selain malah sulit anggota kpps moga indonesia pimpin orang kualitas,98.667%,negative
masuk username password salah terus gak bisa,98.205%,negative
parah sih nanti jgn d pake lagi,99.765%,negative
buka mudah malah sulit belum bisa pakai kapasitas banyak data,99.260%,negative
aplikasi terlalu paksa masih banyak perlu baik  not recomended guna,98.951%,negative
server burik,99.480%,negative
tolong jika serius ingin digitalisasi belum rilis coba hire pentester biar tau kapasitas aplikasi nya seperti jangan buka nasional serempak baru camat sudah error,89.322%,negative
login selalu susah,99.676%,negative
aplikasi busuk sangat rugi kpps harap buat aplikasi cepat dapat hidayah,99.698%,negative
aplikasi gk akurat mudah manipulasi,99.756%,negative
filenya gedhe tapi banyak masalah yg buat aplikasi gimana sih urus negara lho bukan main gaes,99.666%,negative
kalau memang belum siap digitalisasi lebih gk usah laku malah akan sulit guna malah akan tambah masalah lebih banyak,99.643%,negative
sumpah aplikasi nya jelek banget heran buat kerja pusing sendiri,99.836%,negative
terlalu paksa digitalisasi apk tidak bisa login,99.364%,negative
sangat buruk maaf kalau terlalu jujur memang nyata nya,99.685%,negative
sak sir kap kap,79.083%,negative
saat ambil gambar c hasil kamera aktif ultrawide bukan kamera utama hasil buruk tidak baik guna kamera utama,93.019%,negative
login gagal terus baru login aja udah susah apalagi kalo dipake pas hari h gak jetlag sangat tidak layak pakai,99.787%,negative
apk sangat sulit guna utk login coba baik dl br telah udh oke br post gmn mau guna klo apk nya sj error,98.922%,negative
terlalu paksa kasihan kpps paksa suruh make aplikasi belum layak pake,99.419%,negative
aplikasix parah bngt,99.802%,negative
aplikasi apa login lama banget apalagi besok pas ngrekap data gimana nglegnya bisa nunggu minggu tetap loading baik milu agar semua jalan lancar,99.588%,negative
buah aplikasi buat mudah lha malah bikin kpps overtime jam jama hanya nunggu upload ulang sampai puluh kali juga tanpa hasil hanya habis waktu sirekap yg g tau pakai atau tidak nanti alam pilkada sudah upload ehh masih minta kirim foto lewat wa untung ada backup kirain sudah wow nyata masih woo,97.671%,negative
hadeh aplikasi ngk guna,97.785%,negative
gusti apk macam gustiiii,86.640%,negative
aplikasi pilih presiden kok seperti malu indonesia ga kurang sdm hebat kok ya masih ada kendala seperti ga malu sama aplikasi swasta,99.545%,negative
aplikasi apa gk bisa dipake bnyk masalah,98.438%,negative
lama beberapa kali jdi penguna sirekap belum ada maju,98.847%,negative
jangan paksa digital pak kalau transportasi bimtek aja masih sunat,93.579%,negative
sudah kali ulang ambil foto tetap gambar gagal nali terlalu ribet aplikasi kenapa ga buat simpel aja bapak ketua kpu ri hormat contoh yg simpel bisa upload file pdf foto hasil dr c-pleno,57.882%,negative
ngelag,99.495%,negative
kerja lama banget harus bisa lebih cepat saangat dsisaayangkan server tidaak siap,99.575%,negative
aplikasi perintah kok bikin susah guna daftar aja masih belum bisa,98.030%,negative
buat login aja susah bukan main,99.490%,negative
apk aneh tak suport jangan paksa lahhh gimana mau sukses hari h mental muluuu,99.674%,negative
ya ampun cuma log in doank blm ngapa in kagak bisa masuk gimana dokumen satu indonesia raya hduhh ayo tim kembang kerja keras lgi wktu udh mepet tgl,90.102%,negative
gaya elit login sulit,99.729%,negative
susah aktivasi,99.691%,negative
aplikasi belum layak pakai jangan update data dar login banyak ganggu selalu maintenance baik padahal tinggal bbrapa hari lagi harus sudah tidak ada kendala lagi jgn nanti pas hari h masih begini bisa jadi repot khusunya bagi pegang sirekap mohon baik total singkat bukan tentang apk main trmksh,93.398%,negative
sedihhh tinggal selang lagi ga bisa masuk ga dapet kunci ddigital sampai hari ada sama kendala nya kak,99.470%,negative
aplikasi nyusahin,99.786%,negative
username password salah padahal password nya sudah bener bukan mudah malah sulit anggota kpps hari lagi aplikasi harus guna tapi kendala tidak ada pecah aplikasi belum siap,99.492%,negative
kpu tolong lebih serius lagi siap alat bantu aplikasi masih belum siap guna masih terlalu banyak salah sistem ketika aplikasi operasi,96.698%,negative
aplikasi kasi paling nyusahin,99.731%,negative
sudah beberapa hari nd bisa login gagal inisial mulu gimana udah mau hari h apl nya masih gak jelas gin,99.227%,negative
akhir sampai waktu aplikasi gagal total,97.865%,negative
aplikasi tidak bisa guna,95.007%,negative
aplikasi bikin gaduh,99.657%,negative
nyusahin gabisa login situs tidak dapat jangkau terus solusi gimana gak ada solusi kah,99.707%,negative
gagal dapat sertifikat digital terus kudu piye jal,99.499%,negative
rudet,95.509%,negative
ayo perintah bikin aplikasi jangan yg abal-abal hajat besar negara loh masa eror terus sih,99.779%,negative
kenapa telah diupdate malah tidak bisa login,72.302%,negative
apk sangat super duper buruk pengoprasiannya kok bisa nya kelas milu guna apk kek t i,99.736%,negative
kenapa gagal otentifikasi terus ya pake sidik jari juga ga bisa,95.050%,negative
aplikasi dulu bagus tp kenapa skrg auaah ya sy kasih bintang dulu krn udah tidak bisa,89.532%,negative
susah masuk aplikasi hp hrs password masih tambah sidik jari ga sekali scan retina mata aplikasi bukan malah bantu kerja tp justru malah sulit,96.306%,negative
erorr terus app padahal udah mau hari h tapi aplikasi masih belum setabil bayak yg belum bisa login ada yg udah login tiba tiba erorrr pusing app bukan mudah mala sulit,99.685%,negative
hasil kamera sirekap jelek sekali kelas perintah bikin aplikasi kayak anak sd,99.821%,negative
inisial aplikasi error gak bisa login,85.692%,negative
susah amat klamaan jd uninstal tolong tingkat lagi apliks nya yaa,76.769%,negative
bener-bener susah masuk tlong perhati lg appnya kalau emang mau pakai app,93.660%,negative
bisa bisa nya aplikasi tidak bisa login selalu eror,98.366%,negative
tulis angka sudah pas tapi baca salah tolong baik ambil gambar kerja buruk bukan cepat malah lambat pekarjaan,99.691%,negative
susah banget apk ga bayang kalau hari h masih eror gin,99.620%,negative
app rusak ada bikin pusing ngupload poto ga bisa,99.527%,negative
aplikasi jelek tidak bisa login,99.549%,negative
kalo aplikasi makin repot lbh baik pake manual aja loading nya ngabisiin stok sabar z ,74.542%,negative
apa nih abis update gk bisa masuk lagi dilink sudah verifikasi tpi tetep gk bisa login make password user name baru tolong kalo gak siap bikin aplikasi jangan maksa bukan mudah malah bikin tambah sakit kepala,99.536%,negative
banyak bug minim informasi banyak salah sistem,99.742%,negative
gak bisa login,95.876%,negative
kenapa loading masuk gagal terus utk masuk akun kecewa betol,99.784%,negative
ko gin hbis update ga bisa masuk sama sandi email salah mulu hdeh kacau,99.634%,negative
kita uci coba aja uda lot apalagi nanti hari h nya tolong baharu lagi supaya jgan lot kayak gin,83.609%,negative
nganggone penak melbune angel,99.588%,negative
susah buang anggar doa aja depan bisa ajar salah apk belum layak guna lebih baik jangan paksa apk kayak gin gak bisa bikin malam mesti bener matang baru bisa terap luas,97.133%,negative
mau masuk aj tidak bisa,87.300%,negative
mohon segera tingkat bro besok lusa udah dipake skarang buat uji coba aja lama banget proses ada beberapa yg eror kwalitas gambar hasil foto kalau bisa perbaikin atau ada mode buat ngefokusin laah sama pemprosesan data diperbaikin biar lebih cepat baca data juga tepat msak kali salah terus bro,97.321%,negative
bintang stress bgt hampir hari g bisa log in tolong bgt maksimal servernya kurang sabar dr kemarennnnnn,99.708%,negative
koyok,98.914%,negative
hajat nasional kok pakai aplikasi beta sedih kasi hanya hambat kerja kpps,99.729%,negative
aplikasi paksa gunain tapi kurang pada enak jaring bagus hidup dalam susah jaring bolak balik download aplikasi tapi tetap aja susah buat login,99.104%,negative
aplikasi blm siap guna karna sulit login masih banyak bug inti,99.230%,negative
tidak maksimal saat guna padahal aplikasi sah oleh perintah negara indonesia saran baik hapus daripada habis anggar mending buat anggar lai,98.943%,negative
woy kpu aplikasi buka mudah malah sulit nama x kerja,99.545%,negative
update bukan makin bagus malah makin buruk gabisa login padahal username psword udah sesuai,99.352%,negative
mau login susah username invalid padahal udah bener sama password hp poco x gt,88.040%,negative
tidak sesuai harap,99.780%,negative
klau bisa ga ngasi bintang mending ga ngasih sama sekali apk rusak,99.592%,negative
gagal aktivasi kali,99.445%,negative
apk terlalu paksa blm siap guna malah bikin pusing guna hanya utk log in aja butuh waktu hari itu invalid padahal jaring versi android sudah sangat dukung lho utk vendor segera diperbaikin milu udh dekat waktu lho,88.137%,negative
aplikasi belum siap pakai terlalu paksa login smpai sekarang blm biasa udah minggu jelang hari h,98.909%,negative
nda bisa guna,98.692%,negative
ketika upload foto susah banget mana loadingnya lama belum lagi download pdf nya lama sekali udah mau hari blum beres download,99.731%,negative
bisa kenapa ga bisa masuk terus,64.022%,negative
matengin dulu dah,85.082%,negative
kpu kakean polah nambahi beban ribet tugas kpps angel nganggo e,99.500%,negative
apk gak bantu malah buat ruwet lapang,99.693%,negative
kalo bukan anggota sirekap ogah gua install apk bodong seperti kali log in tapi server selalu down tau seribet mending gua ambil posisi jadi celup tinta,99.320%,negative
sudah uji coba semua lancar tapi pas selesai unggah tidak ada menu share jadi kerja sampai karna belum share,53.437%,negative
ko parah banget nih apl,99.779%,negative
susah login nya baik tidak usah guna saat milu nanti,99.505%,negative
loading,90.498%,negative
udah kali instal ttp gabisa masuk masa harus ganti hp juga,61.203%,negative
seperti salah kpu atau admin sirekap sudah usaha agar data benar jujur terupload aplikasi bisa salah admin pilkada besok tolong baik ya apk apk belum mateng suruh kejar tayang sekian terimakasih moga lebih baik,97.099%,negative
